"seqnames","start","end","width","strand","coverage1","numCs1","numTs1","coverage2","numCs2","numTs2","coverage3","numCs3","numTs3","coverage4","numCs4","numTs4","coverage5","numCs5","numTs5","coverage6","numCs6","numTs6","coverage7","numCs7","numTs7","coverage8","numCs8","numTs8","coverage9","numCs9","numTs9","coverage10","numCs10","numTs10","coverage11","numCs11","numTs11","coverage12","numCs12","numTs12","coverage13","numCs13","numTs13","coverage14","numCs14","numTs14","coverage15","numCs15","numTs15","coverage16","numCs16","numTs16","coverage17","numCs17","numTs17","coverage18","numCs18","numTs18","coverage19","numCs19","numTs19","coverage20","numCs20","numTs20","coverage21","numCs21","numTs21","coverage22","numCs22","numTs22","coverage23","numCs23","numTs23","coverage24","numCs24","numTs24","coverage25","numCs25","numTs25","coverage26","numCs26","numTs26","coverage27","numCs27","numTs27","coverage28","numCs28","numTs28","coverage29","numCs29","numTs29","coverage30","numCs30","numTs30","coverage31","numCs31","numTs31","coverage32","numCs32","numTs32","coverage33","numCs33","numTs33","coverage34","numCs34","numTs34","coverage35","numCs35","numTs35","coverage36","numCs36","numTs36","coverage37","numCs37","numTs37","coverage38","numCs38","numTs38","coverage39","numCs39","numTs39","coverage40","numCs40","numTs40","coord_key"
"chr11",13669163,13669163,1,"*",12,0,12,19,0,19,NA,NA,NA,NA,NA,NA,13,0,13,16,0,16,19,0,19,15,0,15,21,0,21,19,0,19,10,0,10,NA,NA,NA,14,0,14,22,0,22,11,0,11,17,0,17,22,0,22,27,0,27,25,0,25,21,0,21,14,0,14,12,0,12,11,0,11,18,0,18,18,0,18,15,0,15,11,0,11,14,1,13,17,2,15,17,3,14,23,4,19,13,2,11,31,1,30,17,3,14,19,0,19,27,1,26,18,0,18,24,0,24,28,2,26,59,22,37,"chr11_13669163"
"chr11",14906003,14906003,1,"*",15,7,8,13,5,8,NA,NA,NA,17,2,15,11,6,5,14,6,8,15,9,6,13,10,3,20,9,11,15,10,5,10,2,8,NA,NA,NA,17,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,13,14,30,11,19,17,5,12,14,8,6,18,2,16,13,10,3,13,9,4,11,8,3,12,11,1,17,6,11,NA,NA,NA,NA,NA,NA,10,8,2,12,8,4,NA,NA,NA,NA,NA,NA,26,16,10,20,14,6,21,12,9,18,13,5,11,9,2,18,11,7,19,18,1,28,20,8,"chr11_14906003"
"chr11",14906085,14906085,1,"*",12,3,9,15,8,7,NA,NA,NA,11,2,9,NA,NA,NA,12,4,8,NA,NA,NA,10,5,5,19,8,11,16,6,10,16,3,13,NA,NA,NA,13,3,10,11,5,6,NA,NA,NA,11,3,8,13,5,8,20,8,12,20,5,15,10,2,8,13,2,11,11,7,4,11,5,6,11,4,7,NA,NA,NA,12,4,8,11,5,6,NA,NA,NA,NA,NA,NA,16,8,8,NA,NA,NA,NA,NA,NA,16,13,3,15,9,6,16,8,8,15,10,5,NA,NA,NA,21,10,11,11,9,2,26,17,9,"chr11_14906085"
"chr11",19870193,19870193,1,"*",19,7,12,19,5,14,NA,NA,NA,20,9,11,15,8,7,11,4,7,20,13,7,29,19,10,29,18,11,17,14,3,15,7,8,20,14,6,31,19,12,12,10,2,15,12,3,28,18,10,37,17,20,40,23,17,25,14,11,26,17,9,19,14,5,25,17,8,24,16,8,24,17,7,23,17,6,15,13,2,30,22,8,20,12,8,26,20,6,27,22,5,25,21,4,22,15,7,49,38,11,26,21,5,31,20,11,29,23,6,23,21,2,24,19,5,16,13,3,49,35,14,"chr11_19870193"
"chr11",35703214,35703214,1,"*",12,12,0,20,19,1,NA,NA,NA,17,16,1,16,15,1,14,14,0,10,10,0,NA,NA,NA,20,20,0,24,23,1,18,17,1,22,21,1,18,18,0,14,13,1,11,11,0,12,12,0,18,18,0,28,27,1,21,21,0,18,17,1,12,12,0,17,6,11,17,6,11,17,17,0,17,10,7,19,18,1,22,11,11,11,9,2,NA,NA,NA,17,16,1,18,8,10,12,12,0,33,17,16,31,19,12,20,19,1,17,5,12,29,29,0,23,7,16,26,26,0,35,15,20,"chr11_35703214"
"chr11",44096166,44096166,1,"*",10,0,10,11,0,11,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,NA,NA,NA,10,0,10,NA,NA,NA,NA,NA,NA,14,0,14,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,9,NA,NA,NA,11,0,11,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,7,43,15,28,"chr11_44096166"
"chr11",58424250,58424250,1,"*",46,30,16,27,21,6,26,22,4,24,19,5,27,17,10,37,26,11,33,20,13,48,34,14,44,36,8,48,34,14,38,30,8,24,19,5,47,35,12,23,14,9,38,33,5,44,32,12,48,36,12,33,20,13,45,38,7,34,27,7,39,27,12,36,31,5,38,32,6,35,26,9,38,34,4,30,28,2,54,43,11,44,35,9,21,17,4,35,29,6,42,36,6,36,29,7,43,38,5,47,41,6,34,29,5,26,24,2,35,29,6,46,41,5,33,26,7,44,34,10,"chr11_58424250"
"chr11",58695079,58695079,1,"*",13,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,5,12,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10,7,NA,NA,NA,10,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,8,NA,NA,NA,13,0,13,"chr11_58695079"
"chr11",64252623,64252623,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,9,14,0,14,NA,NA,NA,12,1,11,10,0,10,NA,NA,NA,14,8,6,NA,NA,NA,12,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,7,NA,NA,NA,NA,NA,NA,11,3,8,NA,NA,NA,11,5,6,10,2,8,NA,NA,NA,NA,NA,NA,22,7,15,30,17,13,"chr11_64252623"
"chr11",66723671,66723671,1,"*",22,13,9,16,9,7,17,12,5,21,17,4,16,12,4,20,13,7,21,15,6,20,12,8,26,20,6,19,14,5,27,19,8,23,14,9,26,18,8,27,22,5,15,13,2,30,17,13,32,25,7,41,25,16,38,26,12,41,24,17,19,17,2,17,14,3,35,31,4,27,22,5,27,21,6,24,18,6,24,17,7,17,13,4,29,18,11,21,17,4,34,30,4,27,26,1,47,41,6,32,27,5,22,17,5,40,36,4,32,27,5,33,30,3,29,23,6,45,35,10,"chr11_66723671"
"chr11",67054135,67054135,1,"*",12,0,12,NA,NA,NA,NA,NA,NA,12,1,11,NA,NA,NA,10,2,8,13,1,12,NA,NA,NA,22,2,20,13,0,13,15,0,15,12,1,11,14,1,13,11,0,11,13,2,11,11,0,11,19,4,15,21,1,20,28,2,26,18,0,18,21,4,17,17,3,14,20,4,16,13,4,9,16,5,11,15,2,13,14,4,10,10,1,9,11,2,9,20,4,16,11,2,9,12,1,11,33,6,27,12,5,7,11,3,8,21,6,15,17,5,12,20,4,16,12,4,8,25,4,21,"chr11_67054135"
"chr11",70834365,70834365,1,"*",22,13,9,18,11,7,17,15,2,26,19,7,20,11,9,29,23,6,33,25,8,30,22,8,35,20,15,15,13,2,28,19,9,26,18,8,20,15,5,38,26,12,23,19,4,30,22,8,34,27,7,48,36,12,30,23,7,29,20,9,23,17,6,19,14,5,28,21,7,33,25,8,36,30,6,24,21,3,25,23,2,21,18,3,38,32,6,28,23,5,20,18,2,32,27,5,42,33,9,33,30,3,16,14,2,31,29,2,33,28,5,33,29,4,25,25,0,36,28,8,"chr11_70834365"
"chr11",72590191,72590191,1,"*",10,2,8,12,2,10,NA,NA,NA,11,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,9,11,3,8,14,4,10,13,3,10,18,3,15,10,2,8,NA,NA,NA,NA,NA,NA,21,1,20,22,4,18,22,6,16,10,2,8,NA,NA,NA,10,3,7,NA,NA,NA,16,5,11,11,1,10,11,4,7,NA,NA,NA,12,3,9,NA,NA,NA,24,15,9,13,3,10,NA,NA,NA,30,9,21,16,7,9,16,8,8,11,5,6,10,3,7,17,7,10,16,7,9,65,35,30,"chr11_72590191"
"chr11",72619329,72619329,1,"*",30,14,16,34,8,26,15,6,9,15,7,8,20,11,9,25,11,14,31,21,10,37,22,15,40,15,25,23,12,11,35,16,19,39,17,22,37,12,25,29,12,17,14,6,8,33,13,20,39,18,21,35,17,18,19,11,8,29,14,15,32,22,10,31,18,13,39,26,13,25,13,12,22,14,8,19,13,6,23,10,13,20,9,11,30,17,13,37,27,10,32,20,12,28,19,9,47,29,18,36,25,11,41,22,19,35,25,10,34,22,12,30,17,13,27,15,12,39,29,10,"chr11_72619329"
"chr11",83943643,83943643,1,"*",35,20,15,47,25,22,27,12,15,39,17,22,39,21,18,42,24,18,41,24,17,45,23,22,59,35,24,57,29,28,38,25,13,35,22,13,45,27,18,46,31,15,31,18,13,58,32,26,57,34,23,66,34,32,58,38,20,52,29,23,31,20,11,26,20,6,67,42,25,45,26,19,40,26,14,36,32,4,61,42,19,38,24,14,47,30,17,45,37,8,54,31,23,35,24,11,26,17,9,55,42,13,47,36,11,57,43,14,54,39,15,54,36,18,49,28,21,49,33,16,"chr11_83943643"
"chr11",116505681,116505681,1,"*",25,12,13,29,11,18,24,14,10,39,21,18,19,13,6,34,15,19,29,18,11,25,18,7,36,24,12,19,12,7,27,14,13,23,8,15,38,25,13,42,20,22,20,12,8,40,18,22,42,20,22,49,24,25,42,26,16,43,23,20,35,17,18,27,17,10,29,18,11,32,19,13,26,18,8,31,19,12,30,19,11,38,26,12,27,16,11,47,38,9,34,23,11,39,26,13,44,35,9,48,34,14,42,27,15,34,21,13,41,26,15,34,20,14,34,19,15,37,24,13,"chr11_116505681"
"chr11",117796042,117796042,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,15,NA,NA,NA,10,0,10,23,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,15,17,0,17,16,0,16,17,0,17,NA,NA,NA,NA,NA,NA,24,0,24,20,0,20,12,0,12,17,0,17,NA,NA,NA,17,1,16,NA,NA,NA,13,2,11,20,2,18,14,0,14,17,0,17,NA,NA,NA,16,0,16,18,3,15,15,2,13,NA,NA,NA,31,0,31,14,2,12,15,1,14,18,1,17,11,2,9,23,0,23,24,4,20,48,14,34,"chr11_117796042"
"chr11",134851982,134851982,1,"*",29,4,25,27,26,1,NA,NA,NA,20,9,11,35,19,16,10,9,1,34,9,25,13,12,1,20,20,0,11,10,1,15,14,1,14,4,10,22,20,2,19,16,3,NA,NA,NA,23,22,1,32,27,5,60,22,38,28,24,4,61,39,22,22,20,2,10,9,1,18,16,2,14,14,0,13,11,2,21,21,0,17,15,2,12,11,1,14,13,1,10,9,1,26,25,1,21,21,0,32,30,2,40,37,3,11,9,2,15,14,1,21,20,1,54,52,2,19,17,2,33,33,0,"chr11_134851982"
"chr11",134851985,134851985,1,"*",29,5,24,28,25,3,NA,NA,NA,21,10,11,35,18,17,10,9,1,34,10,24,13,12,1,21,20,1,12,11,1,15,13,2,13,3,10,21,18,3,20,18,2,NA,NA,NA,23,22,1,32,27,5,60,25,35,28,24,4,61,34,27,23,19,4,10,9,1,18,16,2,16,13,3,14,12,2,21,20,1,19,14,5,12,11,1,15,14,1,12,12,0,27,26,1,21,20,1,31,30,1,40,37,3,10,9,1,15,14,1,21,19,2,53,46,7,19,17,2,33,33,0,"chr11_134851985"
"chr12",188571,188571,1,"*",14,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15,1,18,18,0,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,2,13,13,0,NA,NA,NA,12,12,0,15,12,3,29,28,1,NA,NA,NA,15,15,0,11,11,0,19,16,3,NA,NA,NA,12,10,2,12,9,3,NA,NA,NA,NA,NA,NA,14,14,0,NA,NA,NA,NA,NA,NA,12,8,4,17,2,15,12,4,8,18,9,9,14,10,4,12,7,5,10,6,4,10,4,6,18,10,8,32,25,7,"chr12_188571"
"chr12",188608,188608,1,"*",11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,13,5,19,18,1,17,17,0,NA,NA,NA,10,10,0,NA,NA,NA,16,14,2,15,14,1,NA,NA,NA,11,10,1,17,13,4,26,22,4,NA,NA,NA,14,12,2,10,10,0,15,12,3,NA,NA,NA,NA,NA,NA,13,9,4,11,6,5,NA,NA,NA,14,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,14,11,1,10,16,6,10,10,9,1,11,3,8,NA,NA,NA,NA,NA,NA,17,10,7,29,16,13,"chr12_188608"
"chr12",27621579,27621579,1,"*",25,17,8,37,24,13,26,18,8,46,30,16,27,15,12,42,24,18,35,25,10,42,28,14,49,33,16,36,24,12,29,16,13,30,22,8,36,22,14,27,18,9,30,20,10,48,36,12,23,12,11,52,32,20,42,29,13,38,25,13,34,27,7,18,14,4,38,26,12,30,24,6,21,14,7,31,22,9,26,19,7,29,22,7,49,31,18,41,36,5,42,33,9,44,33,11,29,21,8,43,34,9,41,35,6,39,34,5,43,35,8,39,31,8,34,24,10,35,30,5,"chr12_27621579"
"chr12",38159830,38159830,1,"*",16,14,2,12,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,3,15,12,3,15,12,3,11,8,3,10,9,1,11,9,2,12,10,2,11,11,0,NA,NA,NA,18,15,3,20,19,1,17,15,2,23,20,3,10,7,3,16,16,0,12,11,1,19,18,1,14,14,0,15,15,0,11,11,0,10,10,0,17,17,0,18,18,0,15,15,0,20,20,0,10,9,1,27,26,1,10,10,0,11,11,0,22,21,1,22,22,0,14,14,0,11,11,0,43,42,1,"chr12_38159830"
"chr12",42788583,42788583,1,"*",16,11,5,NA,NA,NA,NA,NA,NA,10,5,5,NA,NA,NA,11,11,0,NA,NA,NA,NA,NA,NA,12,8,4,10,5,5,NA,NA,NA,NA,NA,NA,10,0,10,10,10,0,NA,NA,NA,19,18,1,14,5,9,NA,NA,NA,20,20,0,10,4,6,16,5,11,NA,NA,NA,NA,NA,NA,11,11,0,10,10,0,NA,NA,NA,13,12,1,NA,NA,NA,11,11,0,11,11,0,19,19,0,14,14,0,19,19,0,14,14,0,NA,NA,NA,20,20,0,17,17,0,14,14,0,12,11,1,32,32,0,"chr12_42788583"
"chr12",46089220,46089220,1,"*",13,7,6,NA,NA,NA,NA,NA,NA,18,14,4,23,16,7,22,16,6,21,10,11,10,4,6,30,26,4,30,24,6,19,13,6,13,10,3,NA,NA,NA,10,7,3,15,9,6,10,3,7,14,7,7,17,9,8,16,9,7,25,17,8,10,4,6,10,6,4,34,16,18,10,5,5,13,2,11,15,4,11,13,4,9,19,12,7,24,5,19,17,5,12,18,6,12,16,7,9,13,7,6,NA,NA,NA,12,0,12,21,9,12,19,7,12,25,12,13,13,5,8,18,3,15,"chr12_46089220"
"chr12",54167734,54167734,1,"*",32,17,15,26,15,11,30,21,9,19,11,8,25,15,10,40,20,20,40,25,15,25,16,9,44,26,18,31,16,15,31,26,5,18,10,8,29,17,12,24,15,9,21,16,5,31,18,13,40,25,15,49,25,24,44,32,12,32,17,15,18,12,6,17,13,4,32,20,12,32,25,7,29,22,7,37,26,11,33,22,11,24,19,5,18,13,5,51,43,8,42,31,11,38,26,12,46,33,13,44,35,9,51,36,15,31,25,6,30,24,6,23,15,8,33,18,15,39,30,9,"chr12_54167734"
"chr12",65170298,65170298,1,"*",13,0,13,16,0,16,NA,NA,NA,NA,NA,NA,11,0,11,10,0,10,19,0,19,14,0,14,22,0,22,12,0,12,NA,NA,NA,12,0,12,12,0,12,NA,NA,NA,NA,NA,NA,17,0,17,22,0,22,28,0,28,17,0,17,18,0,18,15,0,15,NA,NA,NA,10,0,10,16,0,16,19,1,18,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,13,12,3,9,12,0,12,22,0,22,16,1,15,NA,NA,NA,14,0,14,11,0,11,15,1,14,19,2,17,42,18,24,"chr12_65170298"
"chr12",111165737,111165737,1,"*",31,11,20,32,8,24,11,3,8,37,18,19,34,19,15,19,12,7,38,12,26,34,14,20,42,23,19,34,17,17,40,20,20,25,16,9,22,8,14,30,14,16,20,12,8,40,16,24,39,16,23,49,15,34,29,10,19,28,12,16,34,16,18,21,13,8,34,21,13,32,20,12,28,13,15,36,23,13,39,18,21,29,15,14,35,14,21,46,33,13,41,27,14,31,18,13,45,31,14,32,21,11,29,18,11,36,19,17,30,18,12,26,15,11,41,24,17,30,18,12,"chr12_111165737"
"chr12",123640909,123640909,1,"*",34,18,16,32,20,12,17,7,10,26,18,8,28,17,11,27,14,13,44,31,13,45,27,18,39,26,13,36,23,13,41,27,14,33,23,10,32,26,6,28,20,8,27,23,4,62,34,28,54,35,19,50,34,16,40,30,10,37,27,10,23,17,6,26,23,3,55,44,11,50,37,13,31,27,4,45,34,11,44,35,9,39,24,15,31,23,8,38,31,7,50,43,7,56,41,15,31,22,9,30,26,4,45,35,10,43,30,13,42,36,6,42,35,7,28,23,5,43,33,10,"chr12_123640909"
"chr12",128909891,128909891,1,"*",35,28,7,32,27,5,25,22,3,43,35,8,28,24,4,48,45,3,34,28,6,38,30,8,53,41,12,43,39,4,45,37,8,33,28,5,44,34,10,37,26,11,31,30,1,59,48,11,53,47,6,61,52,9,60,51,9,45,35,10,38,31,7,33,18,15,48,33,15,38,30,8,35,28,7,34,23,11,46,34,12,39,28,11,55,38,17,47,37,10,54,40,14,56,42,14,54,39,15,51,38,13,46,34,12,42,32,10,38,34,4,61,44,17,34,22,12,60,45,15,"chr12_128909891"
"chr12",132689136,132689136,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11,3,11,4,7,10,2,8,NA,NA,NA,10,3,7,11,3,8,NA,NA,NA,11,8,3,12,3,9,13,4,9,14,6,8,11,4,7,16,9,7,12,7,5,NA,NA,NA,NA,NA,NA,10,9,1,14,11,3,15,11,4,NA,NA,NA,NA,NA,NA,10,9,1,11,7,4,12,8,4,NA,NA,NA,20,17,3,14,14,0,13,12,1,10,5,5,NA,NA,NA,NA,NA,NA,15,12,3,31,27,4,"chr12_132689136"
"chr13",18600590,18600590,1,"*",12,4,8,16,7,9,NA,NA,NA,12,6,6,12,7,5,16,9,7,15,7,8,12,4,8,17,10,7,NA,NA,NA,18,5,13,11,4,7,11,4,7,NA,NA,NA,NA,NA,NA,21,10,11,NA,NA,NA,30,16,14,12,7,5,15,8,7,16,6,10,15,9,6,15,6,9,14,9,5,25,17,8,14,10,4,11,7,4,NA,NA,NA,15,12,3,NA,NA,NA,19,14,5,10,5,5,19,11,8,14,11,3,17,13,4,20,16,4,17,13,4,20,10,10,10,8,2,43,37,6,"chr13_18600590"
"chr13",20435671,20435671,1,"*",10,3,7,13,5,8,NA,NA,NA,NA,NA,NA,12,6,6,NA,NA,NA,NA,NA,NA,10,4,6,10,4,6,NA,NA,NA,11,6,5,15,4,11,NA,NA,NA,16,9,7,NA,NA,NA,NA,NA,NA,13,7,6,17,10,7,10,9,1,13,9,4,10,6,4,NA,NA,NA,19,14,5,NA,NA,NA,12,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,4,15,15,0,NA,NA,NA,12,9,3,16,13,3,12,10,2,20,19,1,11,8,3,10,10,0,14,12,2,55,48,7,"chr13_20435671"
"chr13",20435817,20435817,1,"*",11,7,4,11,7,4,NA,NA,NA,NA,NA,NA,13,9,4,NA,NA,NA,13,12,1,NA,NA,NA,NA,NA,NA,11,8,3,NA,NA,NA,11,5,6,13,10,3,10,8,2,NA,NA,NA,NA,NA,NA,15,10,5,17,10,7,11,7,4,15,13,2,15,9,6,NA,NA,NA,13,11,2,10,10,0,11,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,2,10,10,0,10,8,2,13,13,0,16,15,1,NA,NA,NA,17,15,2,11,10,1,NA,NA,NA,NA,NA,NA,84,78,6,"chr13_20435817"
"chr13",24515576,24515576,1,"*",43,23,20,25,19,6,21,12,9,35,21,14,28,20,8,24,17,7,31,23,8,32,21,11,34,27,7,43,29,14,42,25,17,31,24,7,32,23,9,39,27,12,15,13,2,35,27,8,44,33,11,58,30,28,41,26,15,36,22,14,28,19,9,20,15,5,31,24,7,27,22,5,34,26,8,26,19,7,41,32,9,27,21,6,39,26,13,30,26,4,42,35,7,28,20,8,30,25,5,48,41,7,28,22,6,45,38,7,35,28,7,36,28,8,39,28,11,58,48,10,"chr13_24515576"
"chr13",25513177,25513177,1,"*",10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,5,10,10,0,14,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,11,10,1,13,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,NA,NA,NA,11,11,0,11,11,0,NA,NA,NA,NA,NA,NA,13,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,NA,NA,NA,10,10,0,15,15,0,16,16,0,18,18,0,18,18,0,68,68,0,"chr13_25513177"
"chr13",35261721,35261721,1,"*",31,25,6,36,22,14,39,29,10,31,26,5,36,26,10,49,35,14,33,28,5,66,54,12,52,36,16,55,41,14,52,39,13,27,18,9,38,33,5,48,34,14,41,29,12,40,28,12,38,33,5,42,29,13,41,36,5,36,30,6,32,28,4,18,15,3,42,34,8,41,34,7,41,38,3,40,34,6,59,48,11,35,33,2,40,36,4,44,37,7,60,52,8,46,42,4,49,45,4,47,42,5,35,27,8,35,30,5,56,49,7,48,40,8,32,30,2,36,29,7,"chr13_35261721"
"chr13",45949682,45949682,1,"*",29,13,16,25,16,9,21,14,7,33,20,13,44,29,15,30,17,13,26,14,12,30,21,9,45,33,12,43,30,13,27,19,8,27,17,10,38,23,15,29,17,12,22,14,8,50,28,22,46,27,19,51,32,19,44,27,17,38,20,18,33,25,8,36,24,12,41,32,9,36,27,9,45,33,12,27,20,7,33,24,9,34,24,10,33,25,8,33,21,12,50,35,15,32,22,10,33,22,11,48,36,12,37,28,9,46,39,7,40,37,3,36,27,9,27,20,7,41,35,6,"chr13_45949682"
"chr13",92415737,92415737,1,"*",35,27,8,16,16,0,41,33,8,24,18,6,27,21,6,19,16,3,29,25,4,35,30,5,29,23,6,32,28,4,17,11,6,24,17,7,32,30,2,33,32,1,30,24,6,37,33,4,45,40,5,29,24,5,29,23,6,18,15,3,21,20,1,13,12,1,29,28,1,18,17,1,32,31,1,28,26,2,21,21,0,31,29,2,20,19,1,19,18,1,58,56,2,37,34,3,39,34,5,31,30,1,23,22,1,21,20,1,33,32,1,31,29,2,31,30,1,34,34,0,"chr13_92415737"
"chr13",110648270,110648270,1,"*",38,20,18,21,15,6,25,13,12,33,23,10,30,15,15,31,19,12,33,20,13,30,18,12,47,27,20,33,22,11,33,18,15,20,12,8,27,14,13,28,19,9,28,19,9,50,25,25,42,17,25,48,30,18,44,23,21,36,22,14,32,26,6,21,14,7,30,23,7,40,26,14,42,30,12,34,23,11,37,22,15,30,21,9,22,14,8,39,30,9,49,37,12,34,23,11,40,32,8,32,20,12,35,26,9,41,37,4,28,19,9,35,27,8,42,28,14,45,39,6,"chr13_110648270"
"chr13",113109555,113109555,1,"*",10,6,4,12,6,6,NA,NA,NA,12,5,7,NA,NA,NA,18,10,8,23,11,12,15,7,8,18,5,13,12,7,5,17,9,8,20,9,11,11,8,3,13,5,8,NA,NA,NA,NA,NA,NA,24,9,15,29,11,18,14,9,5,16,4,12,15,10,5,NA,NA,NA,21,12,9,15,10,5,16,10,6,NA,NA,NA,NA,NA,NA,12,7,5,13,7,6,12,12,0,13,8,5,15,11,4,32,24,8,17,15,2,15,13,2,12,8,4,15,8,7,21,13,8,23,11,12,65,52,13,"chr13_113109555"
"chr14",23503685,23503685,1,"*",37,24,13,41,28,13,33,22,11,36,28,8,33,22,11,52,36,16,36,32,4,48,29,19,39,23,16,39,26,13,43,27,16,28,23,5,39,27,12,36,25,11,31,23,8,50,35,15,40,26,14,49,33,16,51,38,13,48,35,13,24,20,4,34,26,8,41,32,9,43,37,6,34,31,3,42,34,8,51,41,10,37,29,8,40,33,7,53,46,7,44,36,8,61,49,12,38,33,5,48,40,8,42,33,9,40,33,7,45,37,8,47,36,11,47,37,10,54,41,13,"chr14_23503685"
"chr14",30225117,30225117,1,"*",25,20,5,38,27,11,27,18,9,28,22,6,24,20,4,19,11,8,31,21,10,45,29,16,60,44,16,41,28,13,33,24,9,29,23,6,38,26,12,30,23,7,36,29,7,45,35,10,38,27,11,55,35,20,54,35,19,22,15,7,33,24,9,27,25,2,49,41,8,31,23,8,40,34,6,31,28,3,29,22,7,38,29,9,36,27,9,39,34,5,39,30,9,37,32,5,53,39,14,46,39,7,37,30,7,47,41,6,44,39,5,41,28,13,35,33,2,48,41,7,"chr14_30225117"
"chr14",38735198,38735198,1,"*",30,12,18,26,6,20,26,8,18,33,9,24,37,18,19,31,12,19,36,13,23,43,20,23,43,24,19,47,26,21,43,19,24,29,13,16,33,8,25,35,14,21,28,15,13,42,14,28,47,16,31,29,10,19,45,13,32,31,10,21,36,16,20,23,13,10,32,18,14,32,15,17,39,24,15,30,13,17,36,19,17,38,24,14,38,19,19,36,28,8,43,30,13,38,18,20,25,18,7,28,15,13,41,18,23,43,23,20,28,17,11,41,18,23,35,15,20,37,18,19,"chr14_38735198"
"chr14",60721521,60721521,1,"*",13,0,13,NA,NA,NA,NA,NA,NA,15,0,15,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,NA,12,0,12,10,0,10,NA,NA,NA,NA,NA,NA,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,21,0,21,13,0,13,20,1,19,17,0,17,15,5,10,NA,NA,NA,11,2,9,15,1,14,12,1,11,NA,NA,NA,17,0,17,14,3,11,15,5,10,19,2,17,NA,NA,NA,27,4,23,17,1,16,15,2,13,15,4,11,NA,NA,NA,21,1,20,26,1,25,37,13,24,"chr14_60721521"
"chr14",60721536,60721536,1,"*",12,0,12,10,0,10,NA,NA,NA,14,0,14,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,NA,12,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,15,11,0,11,18,0,18,16,0,16,14,1,13,10,1,9,12,0,12,16,1,15,10,1,9,NA,NA,NA,13,0,13,14,3,11,15,5,10,15,3,12,NA,NA,NA,27,3,24,16,2,14,13,2,11,14,4,10,NA,NA,NA,17,1,16,22,2,20,39,16,23,"chr14_60721536"
